	distance	matchingHashes	pvalues	reference	sample
6714	0.00781808	737/1000	0	AU2428	AU15182
6715	0.00515153	814/1000	0	AU2428	AU1541
6716	0.00028831	988/1000	0	AU2428	AU15410
6717	0.00467416	829/1000	0	AU2428	AU15487
6718	0.00464278	830/1000	0	AU2428	AU15488
6719	0.00464278	830/1000	0	AU2428	AU1581
6720	0.00617965	783/1000	0	AU2428	AU17012
6721	0.0011856	952/1000	0	AU2428	AU1054
6722	0.00243596	905/1000	0	AU2428	HI2424
6723	0.00363721	863/1000	0	AU24509	AU24606
6724	0.00351914	867/1000	0	AU24509	AU2554
6725	0.00402654	850/1000	0	AU24509	AU25711
6726	0.00308338	882/1000	0	AU24509	AU25990
6727	0.0031121	881/1000	0	AU24509	AU25991
6728	0.00411762	847/1000	0	AU24509	AU28089
6729	0.00641996	776/1000	0	AU24509	AU28626
6730	0.00296902	886/1000	0	AU24509	AU2986
6731	0.00560872	800/1000	0	AU24509	AU29957
6732	0.00319852	878/1000	0	AU24509	AU3060
6733	0.00282712	891/1000	0	AU24509	AU30919
6734	0.00227104	911/1000	0	AU24509	AU31639
6735	0.00451781	834/1000	0	AU24509	AU32367
6736	0.00319852	878/1000	0	AU24509	AU33182
6737	0.00238081	907/1000	0	AU24509	AU33869
6738	0.0118471	639/1000	0	AU24509	AU33878
6739	0.00202665	920/1000	0	AU24509	AU3415
6740	0.00199971	921/1000	0	AU24509	AU3416
6741	0.00892796	708/1000	0	AU24509	AU34858
6742	0.00229842	910/1000	0	AU24509	AU35919
6743	0.00826969	725/1000	0	AU24509	AU36258
6744	0.00229842	910/1000	0	AU24509	AU36284
6745	0.00229842	910/1000	0	AU24509	AU36474
6746	0.00430121	841/1000	0	AU24509	HI3291
6747	0.00448671	835/1000	0	AU24509	HI3292
6748	0.00420918	844/1000	0	AU24509	HI3293
6749	0.0042398	843/1000	0	AU24509	HI3294
6750	0.0042398	843/1000	0	AU24509	HI3295
6751	0.00210772	917/1000	0	AU24509	PC668
6752	0.00205363	919/1000	0	AU24509	PC669
6753	0.00224371	912/1000	0	AU24509	PC673
6754	0.00199971	921/1000	0	AU24509	PC674
6755	0.00199971	921/1000	0	AU24509	PC675
6756	0.00194597	923/1000	0	AU24509	PC676
6757	0.00221642	913/1000	0	AU24509	PC677
6758	0.00205363	919/1000	0	AU24509	PC678
6759	0.00202665	920/1000	0	AU24509	SC1128
6760	0.00199971	921/1000	0	AU24509	SC1129
6761	0.00199971	921/1000	0	AU24509	SC1145
6762	0.00202665	920/1000	0	AU24509	SC1209
6763	0.00969064	689/1000	0	AU24509	SC1210
6764	0.00202665	920/1000	0	AU24509	SC1211
6765	0.00199971	921/1000	0	AU24509	SC1339
6766	0.00302611	884/1000	0	AU24509	SC1360
6767	0.00199971	921/1000	0	AU24509	SC1371
6768	0.00199971	921/1000	0	AU24509	SC1392
6769	0.00202665	920/1000	0	AU24509	SC1400
6770	0.00296902	886/1000	0	AU24509	SC1402
6771	0.0129677	615/1000	0	AU24509	SC1407
6772	0.00205363	919/1000	0	AU24509	SC1419
6773	0.00202665	920/1000	0	AU24509	SC1420
6774	0.00205363	919/1000	0	AU24509	SC1421
6775	0.00199971	921/1000	0	AU24509	SC1435
6776	0.00399629	851/1000	0	AU24509	AU7263
6777	0.00369655	861/1000	0	AU24509	AU7574
6778	0.00363721	863/1000	0	AU24509	AU7575
6779	0.00387578	855/1000	0	AU24509	AU7576
6780	0.00369655	861/1000	0	AU24509	AU7577
6781	0.00322742	877/1000	0	AU24509	AU8675
6782	0.00363721	863/1000	0	AU24509	AU8821
6783	0.00396608	852/1000	0	AU24509	AU9400
6784	0.0034604	869/1000	0	AU24509	AU9817
6785	0.00470559	828/1000	0	AU24509	HI2555
6786	0.00390583	854/1000	0	AU24509	HI2629
6787	0.0213613	469/1000	0	AU24509	HI3282
6788	0.00904645	705/1000	0	AU24509	HI3283
6789	0.00227104	911/1000	0	AU24509	HI3284
6790	0.0146626	581/1000	0	AU24509	HI3285
6791	0.00752278	745/1000	0	AU24509	HI3286
6792	0.00411762	847/1000	0	AU24509	HI3287
6793	0.00357808	865/1000	0	AU24509	HI3288
6794	0.00224371	912/1000	0	AU24509	HI3289
6795	0.00360762	864/1000	0	AU24509	AU11243
6796	0.00305472	883/1000	0	AU24509	AU1746
6797	0.00232584	909/1000	0	AU24509	AU36973
6798	0.00557568	801/1000	0	AU24509	AU6936
6799	0.0042398	843/1000	0	AU24509	HI3290
6800	0.00299754	885/1000	0	AU24509	AU1141
6801	0.00299754	885/1000	0	AU24509	AU1142
6802	0.00305472	883/1000	0	AU24509	AU1143
6803	0.00399629	851/1000	0	AU24509	AU11478
6804	0.00528099	810/1000	0	AU24509	AU11643
6805	0.00319852	878/1000	0	AU24509	AU12824
6806	0.00470559	828/1000	0	AU24509	AU1317
6807	0.00396608	852/1000	0	AU24509	AU13363
6808	0.00396608	852/1000	0	AU24509	AU13364
6809	0.00238081	907/1000	0	AU24509	AU14286
6810	0.00240836	906/1000	0	AU24509	AU15033
6811	0.00687462	763/1000	0	AU24509	AU15182
6812	0.00360762	864/1000	0	AU24509	AU1541
6813	0.00316966	879/1000	0	AU24509	AU15410
6814	0.00393593	853/1000	0	AU24509	AU15487
6815	0.00393593	853/1000	0	AU24509	AU15488
6816	0.00393593	853/1000	0	AU24509	AU1581
6817	0.00607761	786/1000	0	AU24509	AU17012
6818	0.00199971	921/1000	0	AU24509	AU1054
6819	0.00141786	943/1000	0	AU24509	HI2424
6820	0.00387578	855/1000	0	AU24606	AU2554
6821	0.00108342	956/1000	0	AU24606	AU25711
6822	0.00436283	839/1000	0	AU24606	AU25990
6823	0.00445566	836/1000	0	AU24606	AU25991
6824	0.00354859	866/1000	0	AU24606	AU28089
6825	0.00515153	814/1000	0	AU24606	AU28626
6826	0.00433199	840/1000	0	AU24606	AU2986
6827	0.00528099	810/1000	0	AU24606	AU29957
6828	0.00448671	835/1000	0	AU24606	AU3060
6829	0.00384578	856/1000	0	AU24606	AU30919
6830	0.00351914	867/1000	0	AU24606	AU31639
6831	0.00393593	853/1000	0	AU24606	AU32367
6832	0.001839	927/1000	0	AU24606	AU33182
6833	0.00363721	863/1000	0	AU24606	AU33869
6834	0.0111761	654/1000	0	AU24606	AU33878
6835	0.00328537	875/1000	0	AU24606	AU3415
6836	0.00328537	875/1000	0	AU24606	AU3416
6837	0.00628226	780/1000	0	AU24606	AU34858
6838	0.00354859	866/1000	0	AU24606	AU35919
6839	0.00726808	752/1000	0	AU24606	AU36258
6840	0.00354859	866/1000	0	AU24606	AU36284
6841	0.00354859	866/1000	0	AU24606	AU36474
6842	0.0031121	881/1000	0	AU24606	HI3291
6843	0.00216198	915/1000	0	AU24606	HI3292
6844	0.00302611	884/1000	0	AU24606	HI3293
6845	0.00305472	883/1000	0	AU24606	HI3294
6846	0.00305472	883/1000	0	AU24606	HI3295
6847	0.00328537	875/1000	0	AU24606	PC668
6848	0.00334352	873/1000	0	AU24606	PC669
6849	0.00351914	867/1000	0	AU24606	PC673
6850	0.00325637	876/1000	0	AU24606	PC674
6851	0.00325637	876/1000	0	AU24606	PC675
6852	0.00319852	878/1000	0	AU24606	PC676
6853	0.00348975	868/1000	0	AU24606	PC677
6854	0.00334352	873/1000	0	AU24606	PC678
6855	0.00331442	874/1000	0	AU24606	SC1128
6856	0.00325637	876/1000	0	AU24606	SC1129
6857	0.00325637	876/1000	0	AU24606	SC1145
6858	0.00331442	874/1000	0	AU24606	SC1209
6859	0.0109571	659/1000	0	AU24606	SC1210
6860	0.00331442	874/1000	0	AU24606	SC1211
6861	0.00328537	875/1000	0	AU24606	SC1339
6862	0.00439372	838/1000	0	AU24606	SC1360
6863	0.00328537	875/1000	0	AU24606	SC1371
6864	0.00328537	875/1000	0	AU24606	SC1392
6865	0.00328537	875/1000	0	AU24606	SC1400
6866	0.00433199	840/1000	0	AU24606	SC1402
6867	0.0142009	590/1000	0	AU24606	SC1407
6868	0.00334352	873/1000	0	AU24606	SC1419
6869	0.00328537	875/1000	0	AU24606	SC1420
6870	0.00331442	874/1000	0	AU24606	SC1421
6871	0.00325637	876/1000	0	AU24606	SC1435
6872	0.00399629	851/1000	0	AU24606	AU7263
6873	0.00366686	862/1000	0	AU24606	AU7574
6874	0.00363721	863/1000	0	AU24606	AU7575
6875	0.00387578	855/1000	0	AU24606	AU7576
6876	0.00369655	861/1000	0	AU24606	AU7577
6877	0.00451781	834/1000	0	AU24606	AU8675
6878	0.00357808	865/1000	0	AU24606	AU8821
6879	0.00396608	852/1000	0	AU24606	AU9400
6880	0.00075568	969/1000	0	AU24606	AU9817
6881	0.00464278	830/1000	0	AU24606	HI2555
6882	0.00399629	851/1000	0	AU24606	HI2629
6883	0.0188675	507/1000	0	AU24606	HI3282
6884	0.00723198	753/1000	0	AU24606	HI3283
6885	0.00331442	874/1000	0	AU24606	HI3284
6886	0.0142518	589/1000	0	AU24606	HI3285
6887	0.00730426	751/1000	0	AU24606	HI3286
6888	0.00216198	915/1000	0	AU24606	HI3287
6889	0.00136596	945/1000	0	AU24606	HI3288
6890	0.00325637	876/1000	0	AU24606	HI3289
6891	0.00136596	945/1000	0	AU24606	AU11243
6892	0.00436283	839/1000	0	AU24606	AU1746
6893	0.00357808	865/1000	0	AU24606	AU36973
6894	0.00427048	842/1000	0	AU24606	AU6936
6895	0.00305472	883/1000	0	AU24606	HI3290
6896	0.00427048	842/1000	0	AU24606	AU1141
6897	0.00430121	841/1000	0	AU24606	AU1142
6898	0.00436283	839/1000	0	AU24606	AU1143
6899	0.00396608	852/1000	0	AU24606	AU11478
6900	0.00213483	916/1000	0	AU24606	AU11643
6901	0.00448671	835/1000	0	AU24606	AU12824
6902	0.00194597	923/1000	0	AU24606	AU1317
6903	0.00396608	852/1000	0	AU24606	AU13363
6904	0.00396608	852/1000	0	AU24606	AU13364
6905	0.00363721	863/1000	0	AU24606	AU14286
6906	0.0037263	860/1000	0	AU24606	AU15033
6907	0.00655869	772/1000	0	AU24606	AU15182
6908	0.00384578	856/1000	0	AU24606	AU1541
6909	0.00451781	834/1000	0	AU24606	AU15410
6910	0.00393593	853/1000	0	AU24606	AU15487
6911	0.00390583	854/1000	0	AU24606	AU15488
6912	0.00393593	853/1000	0	AU24606	AU1581
6913	0.00550978	803/1000	0	AU24606	AU17012
6914	0.00325637	876/1000	0	AU24606	AU1054
6915	0.00308338	882/1000	0	AU24606	HI2424
6916	0.00436283	839/1000	0	AU2554	AU25711
6917	0.00508714	816/1000	0	AU2554	AU25990
6918	0.00518381	813/1000	0	AU2554	AU25991
6919	0.00366686	862/1000	0	AU2554	AU28089
6920	0.00590877	791/1000	0	AU2554	AU28626
6921	0.00505504	817/1000	0	AU2554	AU2986
6922	0.006248	781/1000	0	AU2554	AU29957
6923	0.00521614	812/1000	0	AU2554	AU3060
6924	0.00464278	830/1000	0	AU2554	AU30919
6925	0.00427048	842/1000	0	AU2554	AU31639
6926	0.00405685	849/1000	0	AU2554	AU32367
6927	0.0026025	899/1000	0	AU2554	AU33182
6928	0.00433199	840/1000	0	AU2554	AU33869
6929	0.0118017	640/1000	0	AU2554	AU33878
6930	0.00396608	852/1000	0	AU2554	AU3415
6931	0.00396608	852/1000	0	AU2554	AU3416
6932	0.00888862	709/1000	0	AU2554	AU34858
6933	0.00430121	841/1000	0	AU2554	AU35919
6934	0.00842259	721/1000	0	AU2554	AU36258
6935	0.00430121	841/1000	0	AU2554	AU36284
6936	0.00430121	841/1000	0	AU2554	AU36474
6937	0.0042398	843/1000	0	AU2554	HI3291
6938	0.00454897	833/1000	0	AU2554	HI3292
6939	0.00414809	846/1000	0	AU2554	HI3293
6940	0.00417861	845/1000	0	AU2554	HI3294
6941	0.00417861	845/1000	0	AU2554	HI3295
6942	0.00396608	852/1000	0	AU2554	PC668
6943	0.00402654	850/1000	0	AU2554	PC669
6944	0.0042398	843/1000	0	AU2554	PC673
6945	0.00393593	853/1000	0	AU2554	PC674
6946	0.00390583	854/1000	0	AU2554	PC675
6947	0.00390583	854/1000	0	AU2554	PC676
6948	0.00420918	844/1000	0	AU2554	PC677
6949	0.00402654	850/1000	0	AU2554	PC678
6950	0.00399629	851/1000	0	AU2554	SC1128
6951	0.00393593	853/1000	0	AU2554	SC1129
6952	0.00393593	853/1000	0	AU2554	SC1145
6953	0.00399629	851/1000	0	AU2554	SC1209
6954	0.0115761	645/1000	0	AU2554	SC1210
6955	0.00396608	852/1000	0	AU2554	SC1211
6956	0.00396608	852/1000	0	AU2554	SC1339
6957	0.00511931	815/1000	0	AU2554	SC1360
6958	0.00396608	852/1000	0	AU2554	SC1371
6959	0.00396608	852/1000	0	AU2554	SC1392
6960	0.00396608	852/1000	0	AU2554	SC1400
6961	0.00505504	817/1000	0	AU2554	SC1402
6962	0.0149234	576/1000	0	AU2554	SC1407
6963	0.00399629	851/1000	0	AU2554	SC1419
6964	0.00393593	853/1000	0	AU2554	SC1420
6965	0.00399629	851/1000	0	AU2554	SC1421
6966	0.00393593	853/1000	0	AU2554	SC1435
6967	0.00470559	828/1000	0	AU2554	AU7263
6968	0.00436283	839/1000	0	AU2554	AU7574
6969	0.00430121	841/1000	0	AU2554	AU7575
6970	0.00454897	833/1000	0	AU2554	AU7576
6971	0.00436283	839/1000	0	AU2554	AU7577
6972	0.00524853	811/1000	0	AU2554	AU8675
6973	0.00430121	841/1000	0	AU2554	AU8821
6974	0.00470559	828/1000	0	AU2554	AU9400
6975	0.00393593	853/1000	0	AU2554	AU9817
6976	0.00363721	863/1000	0	AU2554	HI2555
6977	0.00381583	857/1000	0	AU2554	HI2629
6978	0.0214999	467/1000	0	AU2554	HI3282
6979	0.00842259	721/1000	0	AU2554	HI3283
6980	0.00427048	842/1000	0	AU2554	HI3284
6981	0.0152404	570/1000	0	AU2554	HI3285
6982	0.00823165	726/1000	0	AU2554	HI3286
6983	0.0037263	860/1000	0	AU2554	HI3287
6984	0.00360762	864/1000	0	AU2554	HI3288
6985	0.00417861	845/1000	0	AU2554	HI3289
6986	0.0042398	843/1000	0	AU2554	AU11243
6987	0.00508714	816/1000	0	AU2554	AU1746
6988	0.00430121	841/1000	0	AU2554	AU36973
6989	0.00611156	785/1000	0	AU2554	AU6936
6990	0.00417861	845/1000	0	AU2554	HI3290
6991	0.004991	819/1000	0	AU2554	AU1141
6992	0.00502299	818/1000	0	AU2554	AU1142
6993	0.00508714	816/1000	0	AU2554	AU1143
6994	0.00467416	829/1000	0	AU2554	AU11478
6995	0.0055427	802/1000	0	AU2554	AU11643
6996	0.00521614	812/1000	0	AU2554	AU12824
6997	0.004991	819/1000	0	AU2554	AU1317
6998	0.00467416	829/1000	0	AU2554	AU13363
6999	0.00470559	828/1000	0	AU2554	AU13364
7000	0.00436283	839/1000	0	AU2554	AU14286
7001	0.00442466	837/1000	0	AU2554	AU15033
7002	0.00774383	739/1000	0	AU2554	AU15182
7003	0.00436283	839/1000	0	AU2554	AU1541
7004	0.00524853	811/1000	0	AU2554	AU15410
7005	0.00467416	829/1000	0	AU2554	AU15487
7006	0.00461146	831/1000	0	AU2554	AU15488
7007	0.00464278	830/1000	0	AU2554	AU1581
7008	0.00655869	772/1000	0	AU2554	AU17012
7009	0.00393593	853/1000	0	AU2554	AU1054
7010	0.00334352	873/1000	0	AU2554	HI2424
7011	0.00483188	824/1000	0	AU25711	AU25990
7012	0.00495906	820/1000	0	AU25711	AU25991
7013	0.00411762	847/1000	0	AU25711	AU28089
7014	0.00531349	809/1000	0	AU25711	AU28626
7015	0.00480022	825/1000	0	AU25711	AU2986
7016	0.00570819	797/1000	0	AU25711	AU29957
7017	0.004991	819/1000	0	AU25711	AU3060
7018	0.00402654	850/1000	0	AU25711	AU30919
7019	0.00402654	850/1000	0	AU25711	AU31639
7020	0.00451781	834/1000	0	AU25711	AU32367
7021	0.00205363	919/1000	0	AU25711	AU33182
7022	0.00411762	847/1000	0	AU25711	AU33869
7023	0.0118927	638/1000	0	AU25711	AU33878
7024	0.0037263	860/1000	0	AU25711	AU3415
7025	0.0037263	860/1000	0	AU25711	AU3416
7026	0.00694555	761/1000	0	AU25711	AU34858
7027	0.00405685	849/1000	0	AU25711	AU35919
7028	0.00785531	736/1000	0	AU25711	AU36258
7029	0.00405685	849/1000	0	AU25711	AU36284
7030	0.00405685	849/1000	0	AU25711	AU36474
7031	0.00375609	859/1000	0	AU25711	HI3291
7032	0.00274254	894/1000	0	AU25711	HI3292
7033	0.00363721	863/1000	0	AU25711	HI3293
7034	0.00366686	862/1000	0	AU25711	HI3294
7035	0.00369655	861/1000	0	AU25711	HI3295
7036	0.00378594	858/1000	0	AU25711	PC668
7037	0.00378594	858/1000	0	AU25711	PC669
7038	0.00399629	851/1000	0	AU25711	PC673
7039	0.00369655	861/1000	0	AU25711	PC674
7040	0.00366686	862/1000	0	AU25711	PC675
7041	0.00366686	862/1000	0	AU25711	PC676
7042	0.00396608	852/1000	0	AU25711	PC677
7043	0.00378594	858/1000	0	AU25711	PC678
7044	0.00375609	859/1000	0	AU25711	SC1128
7045	0.00369655	861/1000	0	AU25711	SC1129
7046	0.00369655	861/1000	0	AU25711	SC1145
7047	0.00375609	859/1000	0	AU25711	SC1209
7048	0.0113086	651/1000	0	AU25711	SC1210
7049	0.0037263	860/1000	0	AU25711	SC1211
7050	0.0037263	860/1000	0	AU25711	SC1339
7051	0.00486359	823/1000	0	AU25711	SC1360
7052	0.0037263	860/1000	0	AU25711	SC1371
7053	0.0037263	860/1000	0	AU25711	SC1392
7054	0.0037263	860/1000	0	AU25711	SC1400
7055	0.00480022	825/1000	0	AU25711	SC1402
7056	0.0146108	582/1000	0	AU25711	SC1407
7057	0.00375609	859/1000	0	AU25711	SC1419
7058	0.00369655	861/1000	0	AU25711	SC1420
7059	0.00375609	859/1000	0	AU25711	SC1421
7060	0.00369655	861/1000	0	AU25711	SC1435
7061	0.00451781	834/1000	0	AU25711	AU7263
7062	0.00417861	845/1000	0	AU25711	AU7574
7063	0.00414809	846/1000	0	AU25711	AU7575
7064	0.00436283	839/1000	0	AU25711	AU7576
7065	0.00420918	844/1000	0	AU25711	AU7577
7066	0.00502299	818/1000	0	AU25711	AU8675
7067	0.00411762	847/1000	0	AU25711	AU8821
7068	0.00451781	834/1000	0	AU25711	AU9400
7069	0.00105797	957/1000	0	AU25711	AU9817
7070	0.00518381	813/1000	0	AU25711	HI2555
7071	0.00442466	837/1000	0	AU25711	HI2629
7072	0.0193079	500/1000	0	AU25711	HI3282
7073	0.00774383	739/1000	0	AU25711	HI3283
7074	0.00384578	856/1000	0	AU25711	HI3284
7075	0.0146108	582/1000	0	AU25711	HI3285
7076	0.00789262	735/1000	0	AU25711	HI3286
7077	0.00265838	897/1000	0	AU25711	HI3287
7078	0.00194597	923/1000	0	AU25711	HI3288
7079	0.00375609	859/1000	0	AU25711	HI3289
7080	0.00157453	937/1000	0	AU25711	AU11243
7081	0.00483188	824/1000	0	AU25711	AU1746
7082	0.00408721	848/1000	0	AU25711	AU36973
7083	0.00454897	833/1000	0	AU25711	AU6936
7084	0.00366686	862/1000	0	AU25711	HI3290
7085	0.00473708	827/1000	0	AU25711	AU1141
7086	0.00476862	826/1000	0	AU25711	AU1142
7087	0.00483188	824/1000	0	AU25711	AU1143
7088	0.00448671	835/1000	0	AU25711	AU11478
7089	0.00243596	905/1000	0	AU25711	AU11643
7090	0.004991	819/1000	0	AU25711	AU12824
7091	0.00243596	905/1000	0	AU25711	AU1317
7092	0.00448671	835/1000	0	AU25711	AU13363
7093	0.00451781	834/1000	0	AU25711	AU13364
7094	0.00414809	846/1000	0	AU25711	AU14286
7095	0.00420918	844/1000	0	AU25711	AU15033
7096	0.00712406	756/1000	0	AU25711	AU15182
7097	0.00402654	850/1000	0	AU25711	AU1541
7098	0.00502299	818/1000	0	AU25711	AU15410
7099	0.00448671	835/1000	0	AU25711	AU15487
7100	0.00442466	837/1000	0	AU25711	AU15488
7101	0.00445566	836/1000	0	AU25711	AU1581
7102	0.00607761	786/1000	0	AU25711	AU17012
7103	0.00369655	861/1000	0	AU25711	AU1054
7104	0.00348975	868/1000	0	AU25711	HI2424
7105	0.000191626	992/1000	0	AU25990	AU25991
7106	0.00473708	827/1000	0	AU25990	AU28089
7107	0.00723198	753/1000	0	AU25990	AU28626
7108	0.000119496	995/1000	0	AU25990	AU2986
7109	0.0064892	774/1000	0	AU25990	AU29957
7110	0.000264084	989/1000	0	AU25990	AU3060
7111	0.00288374	889/1000	0	AU25990	AU30919
7112	0.000956583	961/1000	0	AU25990	AU31639
7113	0.00515153	814/1000	0	AU25990	AU32367
7114	0.00470559	828/1000	0	AU25990	AU33182
7115	0.00108342	956/1000	0	AU25990	AU33869
7116	0.0116661	643/1000	0	AU25990	AU33878
7117	0.00121124	951/1000	0	AU25990	AU3415
7118	0.00123693	950/1000	0	AU25990	AU3416
7119	0.00948708	694/1000	0	AU25990	AU34858
7120	0.000981871	960/1000	0	AU25990	AU35919
7121	0.00873204	713/1000	0	AU25990	AU36258
7122	0.000981871	960/1000	0	AU25990	AU36284
7123	0.0010072	959/1000	0	AU25990	AU36474
7124	0.00492718	821/1000	0	AU25990	HI3291
7125	0.00518381	813/1000	0	AU25990	HI3292
7126	0.00483188	824/1000	0	AU25990	HI3293
7127	0.00483188	824/1000	0	AU25990	HI3294
7128	0.00486359	823/1000	0	AU25990	HI3295
7129	0.00136596	945/1000	0	AU25990	PC668
7130	0.00131423	947/1000	0	AU25990	PC669
7131	0.000906124	963/1000	0	AU25990	PC673
7132	0.0011856	952/1000	0	AU25990	PC674
7133	0.00121124	951/1000	0	AU25990	PC675
7134	0.00115999	953/1000	0	AU25990	PC676
7135	0.000931334	962/1000	0	AU25990	PC677
7136	0.00126265	949/1000	0	AU25990	PC678
7137	0.00126265	949/1000	0	AU25990	SC1128
7138	0.0011856	952/1000	0	AU25990	SC1129
7139	0.0011856	952/1000	0	AU25990	SC1145
7140	0.00123693	950/1000	0	AU25990	SC1209
7141	0.00940624	696/1000	0	AU25990	SC1210
7142	0.00123693	950/1000	0	AU25990	SC1211
7143	0.00121124	951/1000	0	AU25990	SC1339
7144	0.000167546	993/1000	0	AU25990	SC1360
7145	0.00121124	951/1000	0	AU25990	SC1371
7146	0.00121124	951/1000	0	AU25990	SC1392
7147	0.00123693	950/1000	0	AU25990	SC1400
7148	0.000119496	995/1000	0	AU25990	SC1402
7149	0.0133547	607/1000	0	AU25990	SC1407
7150	0.00128842	948/1000	0	AU25990	SC1419
7151	0.00123693	950/1000	0	AU25990	SC1420
7152	0.00113443	954/1000	0	AU25990	SC1421
7153	0.0011856	952/1000	0	AU25990	SC1435
7154	0.00467416	829/1000	0	AU25990	AU7263
7155	0.00436283	839/1000	0	AU25990	AU7574
7156	0.00430121	841/1000	0	AU25990	AU7575
7157	0.00458019	832/1000	0	AU25990	AU7576
7158	0.00433199	840/1000	0	AU25990	AU7577
7159	0.000336872	986/1000	0	AU25990	AU8675
7160	0.00427048	842/1000	0	AU25990	AU8821
7161	0.00467416	829/1000	0	AU25990	AU9400
7162	0.00467416	829/1000	0	AU25990	AU9817
7163	0.00604372	787/1000	0	AU25990	HI2555
7164	0.00521614	812/1000	0	AU25990	HI2629
7165	0.0220623	459/1000	0	AU25990	HI3282
7166	0.0097316	688/1000	0	AU25990	HI3283
7167	0.0026025	899/1000	0	AU25990	HI3284
7168	0.015347	568/1000	0	AU25990	HI3285
7169	0.00752278	745/1000	0	AU25990	HI3286
7170	0.00483188	824/1000	0	AU25990	HI3287
7171	0.0042398	843/1000	0	AU25990	HI3288
7172	0.00251903	902/1000	0	AU25990	HI3289
7173	0.00511931	815/1000	0	AU25990	AU11243
7174	0.000167546	993/1000	0	AU25990	AU1746
7175	0.0010072	959/1000	0	AU25990	AU36973
7176	0.00557568	801/1000	0	AU25990	AU6936
7177	0.00483188	824/1000	0	AU25990	HI3290
7178	9.55247e-05	996/1000	0	AU25990	AU1141
7179	9.55247e-05	996/1000	0	AU25990	AU1142
7180	0.000143503	994/1000	0	AU25990	AU1143
7181	0.00467416	829/1000	0	AU25990	AU11478
7182	0.00597612	789/1000	0	AU25990	AU11643
7183	0.000264084	989/1000	0	AU25990	AU12824
7184	0.00544411	805/1000	0	AU25990	AU1317
7185	0.00464278	830/1000	0	AU25990	AU13363
7186	0.00467416	829/1000	0	AU25990	AU13364
7187	0.00108342	956/1000	0	AU25990	AU14286
7188	0.0011089	955/1000	0	AU25990	AU15033
7189	0.00781808	737/1000	0	AU25990	AU15182
7190	0.00508714	816/1000	0	AU25990	AU1541
7191	0.00028831	988/1000	0	AU25990	AU15410
7192	0.00464278	830/1000	0	AU25990	AU15487
7193	0.00464278	830/1000	0	AU25990	AU15488
7194	0.00461146	831/1000	0	AU25990	AU1581
7195	0.00614558	784/1000	0	AU25990	AU17012
7196	0.0011856	952/1000	0	AU25990	AU1054
7197	0.00243596	905/1000	0	AU25990	HI2424
7198	0.00486359	823/1000	0	AU25991	AU28089
7199	0.00737682	749/1000	0	AU25991	AU28626
7200	0.000167546	993/1000	0	AU25991	AU2986
7201	0.00659353	771/1000	0	AU25991	AU29957
7202	0.000215742	991/1000	0	AU25991	AU3060
7203	0.00305472	883/1000	0	AU25991	AU30919
7204	0.0010072	959/1000	0	AU25991	AU31639
7205	0.00524853	811/1000	0	AU25991	AU32367
7206	0.00480022	825/1000	0	AU25991	AU33182
7207	0.00113443	954/1000	0	AU25991	AU33869
7208	0.0118471	639/1000	0	AU25991	AU33878
7209	0.00126265	949/1000	0	AU25991	AU3415
7210	0.00128842	948/1000	0	AU25991	AU3416
7211	0.00952763	693/1000	0	AU25991	AU34858
7212	0.00103256	958/1000	0	AU25991	AU35919
7213	0.00884936	710/1000	0	AU25991	AU36258
7214	0.00103256	958/1000	0	AU25991	AU36284
7215	0.00105797	957/1000	0	AU25991	AU36474
7216	0.004991	819/1000	0	AU25991	HI3291
7217	0.00528099	810/1000	0	AU25991	HI3292
7218	0.00489536	822/1000	0	AU25991	HI3293
7219	0.00492718	821/1000	0	AU25991	HI3294
7220	0.00492718	821/1000	0	AU25991	HI3295
7221	0.00141786	943/1000	0	AU25991	PC668
7222	0.00136596	945/1000	0	AU25991	PC669
7223	0.000956583	961/1000	0	AU25991	PC673
7224	0.00123693	950/1000	0	AU25991	PC674
7225	0.00126265	949/1000	0	AU25991	PC675
7226	0.00121124	951/1000	0	AU25991	PC676
7227	0.000981871	960/1000	0	AU25991	PC677
7228	0.00131423	947/1000	0	AU25991	PC678
7229	0.00131423	947/1000	0	AU25991	SC1128
7230	0.00123693	950/1000	0	AU25991	SC1129
7231	0.00123693	950/1000	0	AU25991	SC1145
7232	0.00128842	948/1000	0	AU25991	SC1209
7233	0.00940624	696/1000	0	AU25991	SC1210
7234	0.00128842	948/1000	0	AU25991	SC1211
7235	0.00126265	949/1000	0	AU25991	SC1339
7236	0.000215742	991/1000	0	AU25991	SC1360
7237	0.00126265	949/1000	0	AU25991	SC1371
7238	0.00126265	949/1000	0	AU25991	SC1392
7239	0.00128842	948/1000	0	AU25991	SC1400
7240	0.000167546	993/1000	0	AU25991	SC1402
7241	0.0133059	608/1000	0	AU25991	SC1407
7242	0.00134007	946/1000	0	AU25991	SC1419
7243	0.00128842	948/1000	0	AU25991	SC1420
7244	0.00128842	948/1000	0	AU25991	SC1421
7245	0.00123693	950/1000	0	AU25991	SC1435
7246	0.00473708	827/1000	0	AU25991	AU7263
7247	0.00448671	835/1000	0	AU25991	AU7574
7248	0.00442466	837/1000	0	AU25991	AU7575
7249	0.00467416	829/1000	0	AU25991	AU7576
7250	0.00445566	836/1000	0	AU25991	AU7577
7251	0.00028831	988/1000	0	AU25991	AU8675
7252	0.00439372	838/1000	0	AU25991	AU8821
